species,file,n,aba_obs,aba_z,aba_p,tail_obs,tail_z,tail_p,bound_rho,bound_z,bound_p,clade,learning_category
Troglodytes_aedon,or.gn.al.9,26,,-1.873895664463184,0.9965017491254372,,3.572556689419315,0.0039980009995002,,1.7592948633988783,0.0354822588705647,bird,usage_learner
Troglodytes_aedon,17B.M.5,27,,0.6526917506318163,0.3148425787106447,,2.161171825652465,0.0384807596201899,,-2.530580429144218,0.9945027486256872,bird,usage_learner
Troglodytes_aedon,17B.F.11,29,,-1.6338100790274814,0.9815092453773112,,8.503614412952158,0.0004997501249375,,1.588778878731545,0.0579710144927536,bird,usage_learner
Troglodytes_aedon,19B.F.1,29,,-1.994408607787152,0.9960019990004998,,5.716941145250414,0.0004997501249375,,1.6705076741689155,0.041479260369815,bird,usage_learner
Troglodytes_aedon,ub.10.M.1,31,,1.0820930744575188,0.1879060469765117,,4.038704129715941,0.000999500249875,,-2.556553058454386,0.9985007496251874,bird,usage_learner
Troglodytes_aedon,al.bk.bk.4,32,,0.0457866369685346,0.5432283858070964,,1.8130424825228253,0.0624687656171914,,-1.6225365084396106,0.9470264867566216,bird,usage_learner
Troglodytes_aedon,pi.yw.pi.al.6,34,,-0.940998285897434,0.8700649675162418,,0.1621714772656765,0.4672663668165917,,-1.8068405198845376,0.9640179910044976,bird,usage_learner
Troglodytes_aedon,ub.C5.M.3,36,,3.5478015558096585,0.000999500249875,,3.593852244850192,0.0019990004997501,,2.1714745377255347,0.0149925037481259,bird,usage_learner
Troglodytes_aedon,al.bk.wh.5,38,,1.4371931452174211,0.1124437781109445,,5.484874956236331,0.0004997501249375,,-3.002989550737675,1.0,bird,usage_learner
Troglodytes_aedon,bl.pu.or.al.1,40,,-2.193294012086283,0.9970014992503748,,3.0505016387791004,0.0044977511244377,,-2.4992417809565994,0.993503248375812,bird,usage_learner
Troglodytes_aedon,B2.M.6,55,,4.359106232431105,0.0004997501249375,,5.146738494699908,0.0004997501249375,,-0.0610538249636002,0.5292353823088456,bird,usage_learner
Lonchura_striata_domestica,1788610832775_019.wav,103,,-3.0275598481174275,1.0,,2.14129557589886,0.0249875062468765,,-1.952747781687048,0.9715142428785608,bird,production_learner
Lonchura_striata_domestica,1788610832775_020.wav,106,,-2.856079636417217,1.0,,2.866101968313216,0.0044977511244377,,-0.2408585332799221,0.5952023988005997,bird,production_learner
Lonchura_striata_domestica,1788610832775_026.wav,82,,-1.3825845759289377,0.9385307346326835,,1.6696375727594075,0.0654672663668165,,-2.632804337504307,0.9985007496251874,bird,production_learner
Lonchura_striata_domestica,1788610832775_027.wav,95,,-2.61578631366433,0.9995002498750624,,3.5790009759544588,0.0004997501249375,,0.2169069571139324,0.4222888555722139,bird,production_learner
Lonchura_striata_domestica,1788610832776_001.wav,93,,-2.844647808979785,0.999000499750125,,-0.0667911615834334,0.5537231384307846,,-0.3027419848257116,0.6216891554222889,bird,production_learner
Lonchura_striata_domestica,1788610832776_005.wav,80,,-1.2999021717860662,0.935032483758121,,1.8379685075551635,0.048975512243878,,-1.063735126627874,0.8505747126436781,bird,production_learner
Lonchura_striata_domestica,1788610832776_006.wav,90,,-2.2768369257819865,0.9955022488755624,,1.6741292097227267,0.0679660169915042,,-1.1146739150592988,0.8650674662668666,bird,production_learner
Lonchura_striata_domestica,1788610832776_008.wav,67,,-1.602009415297707,0.9715142428785608,,4.385490445806656,0.0004997501249375,,-0.5883582415711791,0.7246376811594203,bird,production_learner
Lonchura_striata_domestica,1788610832776_009.wav,86,,-1.91509728690098,0.9845077461269364,,2.848891507369057,0.0044977511244377,,-1.8424563142346904,0.9675162418790604,bird,production_learner
Lonchura_striata_domestica,1788610832776_012.wav,94,,-1.4218891206903037,0.9400299850074962,,0.474374625170696,0.3453273363318341,,-1.0603693359647846,0.8480759620189905,bird,production_learner
Lonchura_striata_domestica,1788610832776_013.wav,82,,-1.9183973974598976,0.9880059970014992,,1.0254205176324804,0.1794102948525737,,-1.0735234574463637,0.8610694652673663,bird,production_learner
Lonchura_striata_domestica,1788610832776_015.wav,83,,-2.542740939544129,0.9995002498750624,,0.6962392301461358,0.2828585707146426,,-0.2426775599056718,0.5952023988005997,bird,production_learner
Lonchura_striata_domestica,1788610832776_017.wav,92,,-2.4314030255202623,0.99800099950025,,3.151129154539356,0.0029985007496251,,-1.5455933445680228,0.9310344827586208,bird,production_learner
Lonchura_striata_domestica,1788610832776_025.wav,98,,-0.9513417027374012,0.8610694652673663,,3.714722183397686,0.0014992503748125,,1.4663415210807575,0.0689655172413793,bird,production_learner
